persona,dictionary,character_name,title,freebase_map_ID,actor_name
heartbroken_badass,"{'char': 'Mina Harker', 'movie': 'The League of Extraordinary Gentlemen', 'id': '/m/0k5ns0', 'actor': 'Peta Wilson'}",Mina Harker,The League of Extraordinary Gentlemen,/m/0k5ns0,Peta Wilson
heartbroken_badass,"{'char': 'James Bond', 'movie': 'Quantum of Solace', 'id': '/m/03hqwg_', 'actor': 'Daniel Craig'}",James Bond,Quantum of Solace,/m/03hqwg_,Daniel Craig
heartbroken_badass,"{'char': 'Max Rockatansky', 'movie': 'Mad Max', 'id': '/m/0k09b2', 'actor': 'Mel Gibson'}",Max Rockatansky,Mad Max,/m/0k09b2,Mel Gibson
heartbroken_badass,"{'char': 'Josey Wales', 'movie': 'The Outlaw Josey Wales', 'id': '/m/0k61jr', 'actor': 'Clint Eastwood'}",Josey Wales,The Outlaw Josey Wales,/m/0k61jr,Clint Eastwood
heartbroken_badass,"{'char': 'Tallahassee', 'movie': 'Zombieland', 'id': '/m/05skv28', 'actor': 'Woody Harrelson'}",Tallahassee,Zombieland,/m/05skv28,Woody Harrelson
heartbroken_badass,"{'char': 'Bruce Wayne', 'movie': 'The Dark Knight Rises', 'id': '/m/0n4g1dv', 'actor': 'Christian Bale'}",Bruce Wayne,The Dark Knight Rises,/m/0n4g1dv,Christian Bale
heartbroken_badass,"{'char': 'Bill', 'movie': 'Kill Bill Volume 1', 'id': '/m/0j_fvv', 'actor': 'David Carradine'}",Bill,Kill Bill Volume 1,/m/0j_fvv,David Carradine
henpecked_husband,"{'char': 'Norbit', 'movie': 'Norbit', 'id': '/m/01z0rf5', 'actor': 'Eddie Murphy'}",Norbit,Norbit,/m/01z0rf5,Eddie Murphy
henpecked_husband,"{'char': 'Bobby Davis', 'movie': 'Wild Hogs', 'id': '/m/0256cyz', 'actor': 'Martin Lawrence'}",Bobby Davis,Wild Hogs,/m/0256cyz,Martin Lawrence
henpecked_husband,"{'char': 'Dr. Ernest Menville', 'movie': 'Death Becomes Her', 'id': '/m/0jx2_4', 'actor': 'Bruce Willis'}",Dr. Ernest Menville,Death Becomes Her,/m/0jx2_4,Bruce Willis
henpecked_husband,"{'char': 'Dr. Howard Bannister', 'movie': ""What's Up, Doc?"", 'id': '/m/0k7_cy', 'actor': ""Ryan O'Neal""}",Dr. Howard Bannister,"What's Up, Doc?",/m/0k7_cy,Ryan O'Neal
henpecked_husband,"{'char': 'Ned Schneebly', 'movie': 'School of Rock', 'id': '/m/0k2zjr', 'actor': 'Mike White'}",Ned Schneebly,School of Rock,/m/0k2zjr,Mike White
hitman_with_a_heart,"{'char': 'Julian Noble', 'movie': 'The Matador', 'id': '/m/0k5wt7', 'actor': 'Pierce Brosnan'}",Julian Noble,The Matador,/m/0k5wt7,Pierce Brosnan
hitman_with_a_heart,"{'char': 'Ghost Dog', 'movie': 'Ghost Dog: The Way of the Samurai', 'id': '/m/0jyr6h', 'actor': 'Forest Whitaker'}",Ghost Dog,Ghost Dog: The Way of the Samurai,/m/0jyr6h,Forest Whitaker
hitman_with_a_heart,"{'char': ""Jimmy 'The Tulip' Tudeski"", 'movie': 'The Whole Nine Yards', 'id': '/m/0k6x0x', 'actor': 'Bruce Willis'}",Jimmy 'The Tulip' Tudeski,The Whole Nine Yards,/m/0k6x0x,Bruce Willis
hitman_with_a_heart,"{'char': 'Mr. Goodkat', 'movie': 'Lucky Number Slevin', 'id': '/m/0k087f', 'actor': 'Bruce Willis'}",Mr. Goodkat,Lucky Number Slevin,/m/0k087f,Bruce Willis
hitman_with_a_heart,"{'char': 'John Lee', 'movie': 'The Replacement Killers', 'id': '/m/0k68kd', 'actor': 'Chow Yun-Fat'}",John Lee,The Replacement Killers,/m/0k68kd,Chow Yun-Fat
hitman_with_a_heart,"{'char': 'Il Duce', 'movie': 'The Boondock Saints', 'id': '/m/0k4k6j', 'actor': 'Billy Connolly'}",Il Duce,The Boondock Saints,/m/0k4k6j,Billy Connolly
hitman_with_a_heart,"{'char': 'Jason Bourne', 'movie': 'The Bourne Identity', 'id': '/m/0k4kcz', 'actor': 'Matt Damon'}",Jason Bourne,The Bourne Identity,/m/0k4kcz,Matt Damon
hitman_with_a_heart,"{'char': 'Frank Falenczyk', 'movie': 'You Kill Me', 'id': '/m/02vb7cx', 'actor': 'Ben Kingsley'}",Frank Falenczyk,You Kill Me,/m/02vb7cx,Ben Kingsley
hitman_with_a_heart,"{'char': 'Wesley Gibson', 'movie': 'Wanted', 'id': '/m/02vb_l5', 'actor': 'James McAvoy'}",Wesley Gibson,Wanted,/m/02vb_l5,James McAvoy
hitman_with_a_heart,"{'char': 'Vincent', 'movie': 'Collateral', 'id': '/m/0jwkz6', 'actor': 'Tom Cruise'}",Vincent,Collateral,/m/0jwkz6,Tom Cruise
jerk_jock,"{'char': 'Austin', 'movie': 'Not Another Teen Movie', 'id': '/m/0k1cs5', 'actor': 'Eric Christian Olsen'}",Austin,Not Another Teen Movie,/m/0k1cs5,Eric Christian Olsen
jerk_jock,"{'char': 'Johnny Lawrence', 'movie': 'The Karate Kid', 'id': '/m/0k5jyf', 'actor': 'William Zabka'}",Johnny Lawrence,The Karate Kid,/m/0k5jyf,William Zabka
jerk_jock,"{'char': 'Gaston', 'movie': 'Beauty and the Beast', 'id': '/m/0jv4jc', 'actor': 'Richard White'}",Gaston,Beauty and the Beast,/m/0jv4jc,Richard White
jerk_jock,"{'char': 'Jim', 'movie': 'Edward Scissorhands', 'id': '/m/0jxqwd', 'actor': 'Anthony Michael Hall'}",Jim,Edward Scissorhands,/m/0jxqwd,Anthony Michael Hall
jerk_jock,"{'char': 'Biff Tannen', 'movie': 'Back to the Future', 'id': '/m/0jty60', 'actor': 'Thomas F. Wilson'}",Biff Tannen,Back to the Future,/m/0jty60,Thomas F. Wilson
jerk_jock,"{'char': 'Kurt Kelly', 'movie': 'Heathers', 'id': '/m/0h5slxp', 'actor': 'Lance Fenton'}",Kurt Kelly,Heathers,/m/0h5slxp,Lance Fenton
jerk_jock,"{'char': 'Bo', 'movie': 'Cursed', 'id': '/m/0jwwhw', 'actor': 'Milo Ventimiglia'}",Bo,Cursed,/m/0jwwhw,Milo Ventimiglia
jerk_jock,"{'char': 'Mike Dexter', 'movie': ""Can't Hardly Wait"", 'id': '/m/03jsnmf', 'actor': 'Peter Facinelli'}",Mike Dexter,Can't Hardly Wait,/m/03jsnmf,Peter Facinelli
jerk_jock,"{'char': 'Garth', 'movie': 'Alpha and Omega', 'id': '/m/0d2jcym', 'actor': 'Chris Carmack'}",Garth,Alpha and Omega,/m/0d2jcym,Chris Carmack
junkie_prophet,"{'char': 'Agatha', 'movie': 'Minority Report', 'id': '/m/0k0pgt', 'actor': 'Samantha Morton'}",Agatha,Minority Report,/m/0k0pgt,Samantha Morton
junkie_prophet,"{'char': 'Cassie Holmes', 'movie': 'Push', 'id': '/m/040kc5w', 'actor': 'Dakota Fanning'}",Cassie Holmes,Push,/m/040kc5w,Dakota Fanning
klutz,"{'char': 'Mia Thermopolis', 'movie': 'The Princess Diaries', 'id': '/m/02vbfh2', 'actor': 'Anne Hathaway'}",Mia Thermopolis,The Princess Diaries,/m/02vbfh2,Anne Hathaway
klutz,"{'char': 'Seymour Krelborn', 'movie': 'Little Shop of Horrors', 'id': '/m/0k020r', 'actor': 'Rick Moranis'}",Seymour Krelborn,Little Shop of Horrors,/m/0k020r,Rick Moranis
loser_protagonist,"{'char': 'Paul Blart', 'movie': 'Paul Blart: Mall Cop', 'id': '/m/059sm0m', 'actor': 'Kevin James'}",Paul Blart,Paul Blart: Mall Cop,/m/059sm0m,Kevin James
loser_protagonist,"{'char': 'Sidney Young', 'movie': 'How to Lose Friends & Alienate People', 'id': '/m/040l_q8', 'actor': 'Simon Pegg'}",Sidney Young,How to Lose Friends & Alienate People,/m/040l_q8,Simon Pegg
loser_protagonist,"{'char': 'Dennis', 'movie': 'Run, Fat Boy, Run', 'id': '/m/03lvx8n', 'actor': 'Simon Pegg'}",Dennis,"Run, Fat Boy, Run",/m/03lvx8n,Simon Pegg
loser_protagonist,"{'char': 'Mark Bellison', 'movie': 'The Invention of Lying', 'id': '/m/062xh9l', 'actor': 'Ricky Gervais'}",Mark Bellison,The Invention of Lying,/m/062xh9l,Ricky Gervais
loser_protagonist,"{'char': 'Dewey Finn', 'movie': 'School of Rock', 'id': '/m/0k2zjf', 'actor': 'Jack Black'}",Dewey Finn,School of Rock,/m/0k2zjf,Jack Black
loser_protagonist,"{'char': 'Rob Gordon', 'movie': 'High Fidelity', 'id': '/m/02vb_jp', 'actor': 'John Cusack'}",Rob Gordon,High Fidelity,/m/02vb_jp,John Cusack
loveable_rogue,"{'char': 'Han Solo', 'movie': 'Star Wars Episode IV: A New Hope', 'id': '/m/0k3r1_', 'actor': 'Harrison Ford'}",Han Solo,Star Wars Episode IV: A New Hope,/m/0k3r1_,Harrison Ford
loveable_rogue,"{'char': 'Captain Jack Sparrow', 'movie': ""Pirates of the Caribbean: Dead Man's Chest"", 'id': '/m/0k1xxm', 'actor': 'Johnny Depp'}",Captain Jack Sparrow,Pirates of the Caribbean: Dead Man's Chest,/m/0k1xxm,Johnny Depp
loveable_rogue,"{'char': 'Peter Blood', 'movie': 'Captain Blood', 'id': '/m/02vb_m3', 'actor': 'Errol Flynn'}",Peter Blood,Captain Blood,/m/02vb_m3,Errol Flynn
loveable_rogue,"{'char': 'Capt. Louis Renault', 'movie': 'Casablanca', 'id': '/m/05286qg', 'actor': 'Claude Rains'}",Capt. Louis Renault,Casablanca,/m/05286qg,Claude Rains
loveable_rogue,"{'char': 'Abu', 'movie': 'The Thief of Bagdad', 'id': '/m/0k6nkk', 'actor': 'Sabu Dastagir'}",Abu,The Thief of Bagdad,/m/0k6nkk,Sabu Dastagir
loveable_rogue,"{'char': 'Eames', 'movie': 'Inception', 'id': '/m/07lkzl3', 'actor': 'Tom Hardy'}",Eames,Inception,/m/07lkzl3,Tom Hardy
loveable_rogue,"{'char': 'Rodney Skinner', 'movie': 'The League of Extraordinary Gentlemen', 'id': '/m/0k5ns5', 'actor': 'Tony Curran'}",Rodney Skinner,The League of Extraordinary Gentlemen,/m/0k5ns5,Tony Curran
loveable_rogue,"{'char': 'Harold Hill', 'movie': 'The Music Man', 'id': '/m/04hv61w', 'actor': 'Matthew Broderick'}",Harold Hill,The Music Man,/m/04hv61w,Matthew Broderick
loveable_rogue,"{'char': 'Wolverine', 'movie': 'X-Men', 'id': '/m/0k86q4', 'actor': 'Hugh Jackman'}",Wolverine,X-Men,/m/0k86q4,Hugh Jackman
master_swordsman,"{'char': 'Qui-Gon Jinn', 'movie': 'Star Wars Episode I: The Phantom Menace', 'id': '/m/0k3qyf', 'actor': 'Liam Neeson'}",Qui-Gon Jinn,Star Wars Episode I: The Phantom Menace,/m/0k3qyf,Liam Neeson
master_swordsman,"{'char': 'Obi-Wan Kenobi', 'movie': 'Star Wars Episode I: The Phantom Menace', 'id': '/m/0k3qy3', 'actor': 'Ewan McGregor'}",Obi-Wan Kenobi,Star Wars Episode I: The Phantom Menace,/m/0k3qy3,Ewan McGregor
master_swordsman,"{'char': 'Darth Vader', 'movie': 'Star Wars Episode V: The Empire Strikes Back', 'id': '/m/02nwtmm', 'actor': 'James Earl Jones'}",Darth Vader,Star Wars Episode V: The Empire Strikes Back,/m/02nwtmm,James Earl Jones
master_swordsman,"{'char': 'Inigo Montoya', 'movie': 'The Princess Bride', 'id': '/m/0k65z5', 'actor': 'Mandy Patinkin'}",Inigo Montoya,The Princess Bride,/m/0k65z5,Mandy Patinkin
master_swordsman,"{'char': 'Bill', 'movie': 'Kill Bill Volume 1', 'id': '/m/0j_fvv', 'actor': 'David Carradine'}",Bill,Kill Bill Volume 1,/m/0j_fvv,David Carradine
master_swordsman,"{'char': 'Archibald Cunningham', 'movie': 'Rob Roy', 'id': '/m/0k2ltj', 'actor': 'Tim Roth'}",Archibald Cunningham,Rob Roy,/m/0k2ltj,Tim Roth
master_swordsman,"{'char': 'Madmartigan', 'movie': 'Willow', 'id': '/m/0k8378', 'actor': 'Val Kilmer'}",Madmartigan,Willow,/m/0k8378,Val Kilmer
master_swordsman,"{'char': 'Nameless', 'movie': 'Hero', 'id': '/m/0jzcr5', 'actor': 'Jet Li'}",Nameless,Hero,/m/0jzcr5,Jet Li
master_swordsman,"{'char': 'Broken Sword', 'movie': 'Hero', 'id': '/m/0jzcrb', 'actor': 'Tony Leung Chiu Wai'}",Broken Sword,Hero,/m/0jzcrb,Tony Leung Chiu Wai
master_swordsman,"{'char': 'Aragorn', 'movie': 'The Lord of the Rings: The Return of the King', 'id': '/m/0k5scp', 'actor': 'Viggo Mortensen'}",Aragorn,The Lord of the Rings: The Return of the King,/m/0k5scp,Viggo Mortensen
master_swordsman,"{'char': 'Blade', 'movie': 'Blade', 'id': '/m/0jvh78', 'actor': 'Wesley Snipes'}",Blade,Blade,/m/0jvh78,Wesley Snipes
master_swordsman,"{'char': 'He-Man', 'movie': 'Masters of the Universe', 'id': '/m/0k0h9d', 'actor': 'Dolph Lundgren'}",He-Man,Masters of the Universe,/m/0k0h9d,Dolph Lundgren
morally_bankrupt_banker,"{'char': 'Mr. Perkins', 'movie': 'Despicable Me', 'id': '/m/06zzgw6', 'actor': 'Will Arnett'}",Mr. Perkins,Despicable Me,/m/06zzgw6,Will Arnett
morally_bankrupt_banker,"{'char': 'Patrick Bateman', 'movie': 'American Psycho', 'id': '/m/0jtfcj', 'actor': 'Christian Bale'}",Patrick Bateman,American Psycho,/m/0jtfcj,Christian Bale
morally_bankrupt_banker,"{'char': 'Henry F. Potter', 'movie': ""It's a Wonderful Life"", 'id': '/m/0j_11c', 'actor': 'Lionel Barrymore'}",Henry F. Potter,It's a Wonderful Life,/m/0j_11c,Lionel Barrymore
officer_and_a_gentleman,"{'char': 'Norrington', 'movie': ""Pirates of the Caribbean: Dead Man's Chest"", 'id': '/m/0k1xyd', 'actor': 'Jack Davenport'}",Norrington,Pirates of the Caribbean: Dead Man's Chest,/m/0k1xyd,Jack Davenport
officer_and_a_gentleman,"{'char': 'Col. Robert Gould Shaw', 'movie': 'Glory', 'id': '/m/0jyts_', 'actor': 'Matthew Broderick'}",Col. Robert Gould Shaw,Glory,/m/0jyts_,Matthew Broderick
officer_and_a_gentleman,"{'char': 'Jack Aubrey', 'movie': 'Master and Commander: The Far Side of the World', 'id': '/m/0k0h66', 'actor': 'Russell Crowe'}",Jack Aubrey,Master and Commander: The Far Side of the World,/m/0k0h66,Russell Crowe
officer_and_a_gentleman,"{'char': 'Captain Nicholls', 'movie': 'War Horse', 'id': '/m/0gkcn1g', 'actor': 'Tom Hiddleston'}",Captain Nicholls,War Horse,/m/0gkcn1g,Tom Hiddleston
ophelia,"{'char': 'Elisabeth Burrows', 'movie': ""Don't Say a Word"", 'id': '/m/0jxfnl', 'actor': 'Brittany Murphy'}",Elisabeth Burrows,Don't Say a Word,/m/0jxfnl,Brittany Murphy
ophelia,"{'char': 'Crazy Cora', 'movie': 'Quigley Down Under', 'id': '/m/02tb5g1', 'actor': 'Laura San Giacomo'}",Crazy Cora,Quigley Down Under,/m/02tb5g1,Laura San Giacomo
ophelia,"{'char': 'Justine', 'movie': 'Melancholia', 'id': '/m/0gkj0cn', 'actor': 'Kirsten Dunst'}",Justine,Melancholia,/m/0gkj0cn,Kirsten Dunst
ophelia,"{'char': 'Gina Montana', 'movie': 'Scarface', 'id': '/m/0k2ysf', 'actor': 'Mary Elizabeth Mastrantonio'}",Gina Montana,Scarface,/m/0k2ysf,Mary Elizabeth Mastrantonio
ophelia,"{'char': 'Jane Olsen', 'movie': 'The Cabinet of Dr. Caligari', 'id': '/m/08cqh60', 'actor': 'Lil Dagover'}",Jane Olsen,The Cabinet of Dr. Caligari,/m/08cqh60,Lil Dagover
playful_hacker,"{'char': 'Kevin Flynn', 'movie': 'Tron', 'id': '/m/0k7cbl', 'actor': 'Jeff Bridges'}",Kevin Flynn,Tron,/m/0k7cbl,Jeff Bridges
playful_hacker,"{'char': 'Sam Flynn', 'movie': 'Tron: Legacy', 'id': '/m/062y97x', 'actor': 'Garrett Hedlund'}",Sam Flynn,Tron: Legacy,/m/062y97x,Garrett Hedlund
playful_hacker,"{'char': 'Riley Poole', 'movie': 'National Treasure', 'id': '/m/0k14vc', 'actor': 'Justin Bartha'}",Riley Poole,National Treasure,/m/0k14vc,Justin Bartha
playful_hacker,"{'char': 'David Lightman', 'movie': 'WarGames', 'id': '/m/0k7w8p', 'actor': 'Matthew Broderick'}",David Lightman,WarGames,/m/0k7w8p,Matthew Broderick
playful_hacker,"{'char': 'Mr. Universe', 'movie': 'Serenity', 'id': '/m/0k31lb', 'actor': 'David Krumholtz'}",Mr. Universe,Serenity,/m/0k31lb,David Krumholtz
prima_donna,"{'char': 'Lina Lamont', 'movie': ""Singin' in the Rain"", 'id': '/m/0k3b2r', 'actor': 'Jean Hagen'}",Lina Lamont,Singin' in the Rain,/m/0k3b2r,Jean Hagen
prima_donna,"{'char': 'Sharpay Evans', 'movie': 'High School Musical', 'id': '/m/0jzdz2', 'actor': 'Ashley Tisdale'}",Sharpay Evans,High School Musical,/m/0jzdz2,Ashley Tisdale
prima_donna,"{'char': 'Sharpay Evans', 'movie': 'High School Musical 2', 'id': '/m/02vc3dx', 'actor': 'Ashley Tisdale'}",Sharpay Evans,High School Musical 2,/m/02vc3dx,Ashley Tisdale
prima_donna,"{'char': 'Sharpay Evans', 'movie': 'High School Musical 3: Senior Year', 'id': '/m/03lyytc', 'actor': 'Ashley Tisdale'}",Sharpay Evans,High School Musical 3: Senior Year,/m/03lyytc,Ashley Tisdale
prima_donna,"{'char': 'Margo Channing', 'movie': 'All About Eve', 'id': '/m/0jt8y2', 'actor': 'Bette Davis'}",Margo Channing,All About Eve,/m/0jt8y2,Bette Davis
prima_donna,"{'char': 'Norma Desmond', 'movie': 'Sunset Boulevard', 'id': '/m/0k3ybb', 'actor': 'Gloria Swanson'}",Norma Desmond,Sunset Boulevard,/m/0k3ybb,Gloria Swanson
psycho_for_hire,"{'char': 'Gaear Grimsrud', 'movie': 'Fargo', 'id': '/m/0jy2x0', 'actor': 'Peter Stormare'}",Gaear Grimsrud,Fargo,/m/0jy2x0,Peter Stormare
psycho_for_hire,"{'char': 'Harlen Maguire', 'movie': 'Road to Perdition', 'id': '/m/0k2ljt', 'actor': 'Jude Law'}",Harlen Maguire,Road to Perdition,/m/0k2ljt,Jude Law
psycho_for_hire,"{'char': 'Mr. Blonde', 'movie': 'Reservoir Dogs', 'id': '/m/0k2ggy', 'actor': 'Michael Madsen'}",Mr. Blonde,Reservoir Dogs,/m/0k2ggy,Michael Madsen
psycho_for_hire,"{'char': 'Red Grant', 'movie': 'From Russia with Love', 'id': '/m/04p7pxj', 'actor': 'Robert Shaw'}",Red Grant,From Russia with Love,/m/04p7pxj,Robert Shaw
psycho_for_hire,"{'char': 'Anton Chigurh', 'movie': 'No Country for Old Men', 'id': '/m/03lgvz6', 'actor': 'Javier Bardem'}",Anton Chigurh,No Country for Old Men,/m/03lgvz6,Javier Bardem
psycho_for_hire,"{'char': 'Jackson Rippner', 'movie': 'Red Eye', 'id': '/m/0k2dm9', 'actor': 'Cillian Murphy'}",Jackson Rippner,Red Eye,/m/0k2dm9,Cillian Murphy
psycho_for_hire,"{'char': 'Staff Sergeant Robert Barnes', 'movie': 'Platoon', 'id': '/m/0k1yyt', 'actor': 'Tom Berenger'}",Staff Sergeant Robert Barnes,Platoon,/m/0k1yyt,Tom Berenger
psycho_for_hire,"{'char': 'George Higgins', 'movie': '8mm', 'id': '/m/03jsz47', 'actor': 'Chris Bauer'}",George Higgins,8mm,/m/03jsz47,Chris Bauer
psycho_for_hire,"{'char': 'Major Arnold Toht', 'movie': 'Indiana Jones and the Raiders of the Lost Ark', 'id': '/m/02nwzyz', 'actor': 'Ronald Lacey'}",Major Arnold Toht,Indiana Jones and the Raiders of the Lost Ark,/m/02nwzyz,Ronald Lacey
psycho_for_hire,"{'char': 'Mortimer Brewster', 'movie': 'Arsenic and Old Lace', 'id': '/m/0jtr3s', 'actor': 'Cary Grant'}",Mortimer Brewster,Arsenic and Old Lace,/m/0jtr3s,Cary Grant
psycho_for_hire,"{'char': 'Col. Paul Tanner', 'movie': 'My Fellow Americans', 'id': '/m/04q604c', 'actor': 'Everett McGill'}",Col. Paul Tanner,My Fellow Americans,/m/04q604c,Everett McGill
psycho_for_hire,"{'char': 'Bullet Tooth Tony', 'movie': 'Snatch', 'id': '/m/0k3gbw', 'actor': 'Vinnie Jones'}",Bullet Tooth Tony,Snatch,/m/0k3gbw,Vinnie Jones
psycho_for_hire,"{'char': 'Waingro', 'movie': 'Heat', 'id': '/m/03jrl1d', 'actor': 'Kevin Gage'}",Waingro,Heat,/m/03jrl1d,Kevin Gage
psycho_for_hire,"{'char': 'Jack Wilson', 'movie': 'Shane', 'id': '/m/0k34x6', 'actor': 'Jack Palance'}",Jack Wilson,Shane,/m/0k34x6,Jack Palance
psycho_for_hire,"{'char': 'Isaacs', 'movie': 'Hanna', 'id': '/m/0gh94vc', 'actor': 'Tom Hollander'}",Isaacs,Hanna,/m/0gh94vc,Tom Hollander
